MÊS,TRIBUTAÇÃO,QTD,%,1,Unnamed: 5
01 - JANEIRO,SIMPLES NACIONAL,56,0.8615384615384616,86.15384615384616,65.0
05 - MAIO,SIMPLES NACIONAL,2,0.03076923076923077,3.076923076923077,
06 - JUNHO,SIMPLES NACIONAL,5,0.07692307692307693,7.6923076923076925,
07 - JULHO,SIMPLES NACIONAL,2,0.03076923076923077,3.076923076923077,
08 - AGOSTO,LUCRO PRESUMIDO,34,1.0,100.0,34.0
